name;cores;cpumark;thread;tdp;socket;cat;cannonname
Intel Core2 Quad Q6600 @ 2.40GHz;4;1842;953;105;LGA775;Desktop;Intel Core2 Quad Q6600 @ 2.40GHz
Intel Core2 Quad Q6700 @ 2.66GHz;4;2091;1074;105;LGA775;Desktop;Intel Core2 Quad Q6700 @ 2.66GHz
Intel Core2 Quad Q8200 @ 2.33GHz;4;1805;996;95;LGA775;Desktop;Intel Core2 Quad Q8200 @ 2.33GHz
Intel Core2 Quad Q8300 @ 2.50GHz;4;1912;1063;95;LGA775;Desktop;Intel Core2 Quad Q8300 @ 2.50GHz
Intel Core2 Quad Q8400 @ 2.66GHz;4;2078;1142;95;LGA775;Desktop;Intel Core2 Quad Q8400 @ 2.66GHz
Intel Core2 Quad Q9000 @ 2.00GHz;4;1597;883;45;PGA478;Laptop;Intel Core2 Quad Q9000 @ 2.00GHz
Intel Core2 Quad Q9100 @ 2.26GHz;4;1806;955;45;PGA478;Laptop;Intel Core2 Quad Q9100 @ 2.26GHz
Intel Core2 Quad Q9300 @ 2.50GHz;4;2010;1080;95;LGA775;Desktop;Intel Core2 Quad Q9300 @ 2.50GHz
Intel Core2 Quad Q9400 @ 2.66GHz;4;2161;1140;95;LGA775;Desktop;Intel Core2 Quad Q9400 @ 2.66GHz
Intel Core2 Quad Q9450 @ 2.66GHz;4;2208;1127;95;LGA775;Desktop;Intel Core2 Quad Q9450 @ 2.66GHz
Intel Core2 Quad Q9500 @ 2.83GHz;4;2241;1213;95;LGA775;Desktop;Intel Core2 Quad Q9500 @ 2.83GHz
Intel Core2 Quad Q9505 @ 2.83GHz;4;2171;1186;95;LGA775;Desktop;Intel Core2 Quad Q9505 @ 2.83GHz
Intel Core2 Quad Q9550 @ 2.83GHz;4;2359;1216;95;LGA775;Desktop;Intel Core2 Quad Q9550 @ 2.83GHz
Intel Core2 Quad Q9650 @ 3.00GHz;4;2503;1284;95;LGA775;Desktop;Intel Core2 Quad Q9650 @ 3.00GHz
Intel Core2 Solo U2100 @ 1.06GHz;1;233;258;5.5;Unknown;Laptop;Intel Core2 Solo U2100 @ 1.06GHz
Intel Core2 Solo U3500 @ 1.40GHz;1;272;559;5.5;BGA956;Laptop;Intel Core2 Solo U3500 @ 1.40GHz
Intel CoreT i5-1350P;12;19429;3459;28;FCBGA1744;Mobile/Embedded;Intel CoreT i5-1350P
Intel CoreTM Ultra 5 115U;8;12771;3421;15;FCBGA2049;Laptop;Intel CoreTM Ultra 5 115U
Intel i7-1165G7;8;8956;2893;NA;Unknown;Mobile/Embedded;Intel i7-1165G7
Intel N100;4;5361;1897;6;FCBGA1264;Mobile/Embedded;Intel N100
Intel N150;4;5438;1907;6;FCBGA1264;Mobile/Embedded;Intel N150
Intel N200;4;4725;1782;6;FCBGA1264;Mobile/Embedded;Intel N200
Intel N250;4;4765;1847;6;FCBGA1264;Mobile/Embedded;Intel N250
Intel N50;2;2609;1713;6;FCBGA1264;Mobile/Embedded;Intel N50
Intel N95;4;5313;1913;15;Unknown;Laptop, Mobile/Embedded;Intel N95
Intel N97;4;5884;2045;12;FCBGA1264;Mobile/Embedded;Intel N97
Intel Pentium 1403 @ 2.60GHz;2;1851;990;80;LGA1356;Server;Intel Pentium 1403 @ 2.60GHz
Intel Pentium 1403 v2 @ 2.60GHz;2;2284;1391;80;Unknown;Server;Intel Pentium 1403 v2 @ 2.60GHz
Intel Pentium 2020M @ 2.40GHz;2;1411;1278;35;FCPGA988;Laptop;Intel Pentium 2020M @ 2.40GHz
Intel Pentium 2030M @ 2.50GHz;2;1389;1219;35;FCPGA988;Laptop;Intel Pentium 2030M @ 2.50GHz
Intel Pentium 2117U @ 1.80GHz;2;1007;912;17;FCBGA1023;Laptop;Intel Pentium 2117U @ 1.80GHz
Intel Pentium 2127U @ 1.90GHz;2;1076;968;17;FCBGA1023;Laptop;Intel Pentium 2127U @ 1.90GHz
Intel Pentium 2129Y @ 1.10GHz;2;587;564;10;FCBGA1023;Laptop;Intel Pentium 2129Y @ 1.10GHz
Intel Pentium 3550M @ 2.30GHz;2;1306;1164;37;FCPGA946;Laptop;Intel Pentium 3550M @ 2.30GHz
Intel Pentium 3556U @ 1.70GHz;2;1071;954;15;BGA1168;Laptop;Intel Pentium 3556U @ 1.70GHz
Intel Pentium 3558U @ 1.70GHz;2;1040;940;15;FCBGA1168;Laptop;Intel Pentium 3558U @ 1.70GHz
Intel Pentium 3560M @ 2.40GHz;2;1345;1221;37;FCPGA946;Laptop;Intel Pentium 3560M @ 2.40GHz
Intel Pentium 3560Y @ 1.20GHz;2;887;677;11.5;BGA1168;Laptop;Intel Pentium 3560Y @ 1.20GHz
Intel Pentium 3805U @ 1.90GHz;2;1201;1114;15;FCBGA1168;Laptop;Intel Pentium 3805U @ 1.90GHz
Intel Pentium 3825U @ 1.90GHz;2;1395;1098;15;FCBGA1168;Laptop;Intel Pentium 3825U @ 1.90GHz
Intel Pentium 4 1.50GHz;1;86;228;57.8;PGA423;Desktop;Intel Pentium 4 1.50GHz
Intel Pentium 4 1.60GHz;1;84;225;38;PGA478;Desktop;Intel Pentium 4 1.60GHz
Intel Pentium 4 1.70GHz;1;86;254;64;PGA423;Desktop;Intel Pentium 4 1.70GHz
Intel Pentium 4 1.80GHz;1;115;318;68.1;PGA478;Desktop;Intel Pentium 4 1.80GHz
Intel Pentium 4 1.90GHz;1;104;292;69.2;PGA423;Desktop;Intel Pentium 4 1.90GHz
Intel Pentium 4 1300MHz;1;77;203;51.6;PGA423;Desktop;Intel Pentium 4 1300MHz
Intel Pentium 4 1400MHz;1;83;180;54.7;PGA423;Desktop;Intel Pentium 4 1400MHz
Intel Pentium 4 1500MHz;1;81;223;57.8;PGA423;Desktop;Intel Pentium 4 1500MHz
Intel Pentium 4 1700MHz;1;100;266;64;PGA423;Desktop;Intel Pentium 4 1700MHz
Intel Pentium 4 1800MHz;1;114;317;68.1;PGA478;Desktop;Intel Pentium 4 1800MHz
Intel Pentium 4 2.00GHz;1;133;349;54.3;PGA478;Desktop;Intel Pentium 4 2.00GHz
Intel Pentium 4 2.20GHz;1;157;379;57.1;PGA478;Desktop;Intel Pentium 4 2.20GHz
Intel Pentium 4 2.26GHz;1;151;409;58;PGA478;Desktop;Intel Pentium 4 2.26GHz
Intel Pentium 4 2.40GHz;1;131;360;59.8;PGA478;Desktop;Intel Pentium 4 2.40GHz
Intel Pentium 4 2.50GHz;1;160;385;61;PGA478;Desktop;Intel Pentium 4 2.50GHz
Intel Pentium 4 2.53GHz;1;162;442;61.5;PGA478;Desktop;Intel Pentium 4 2.53GHz
Intel Pentium 4 2.60GHz;1;223;463;69;PGA478;Desktop;Intel Pentium 4 2.60GHz
Intel Pentium 4 2.66GHz;1;157;431;66.1;PGA478;Desktop;Intel Pentium 4 2.66GHz
Intel Pentium 4 2.80GHz;1;240;514;69.7;PGA478;Desktop;Intel Pentium 4 2.80GHz
Intel Pentium 4 2.93GHz;1;150;269;NA;Unknown;Desktop;Intel Pentium 4 2.93GHz
Intel Pentium 4 3.00GHz;1;309;528;81.9;PGA478;Desktop;Intel Pentium 4 3.00GHz
Intel Pentium 4 3.06GHz;1;264;573;81.8;PGA478;Desktop;Intel Pentium 4 3.06GHz
Intel Pentium 4 3.20GHz;1;328;542;82;PGA478;Desktop;Intel Pentium 4 3.20GHz
Intel Pentium 4 3.40GHz;1;299;652;89;PGA478;Desktop;Intel Pentium 4 3.40GHz
Intel Pentium 4 3.46GHz;1;295;512;110.7;Unknown;Desktop;Intel Pentium 4 3.46GHz
Intel Pentium 4 3.60GHz;1;315;447;115;Unknown;Desktop;Intel Pentium 4 3.60GHz
Intel Pentium 4 3.73GHz;1;385;572;115;Unknown;Desktop;Intel Pentium 4 3.73GHz
Intel Pentium 4 3.80GHz;1;384;695;65;Unknown;Desktop;Intel Pentium 4 3.80GHz
Intel Pentium 4 3.83GHz;1;154;237;NA;Unknown;Desktop;Intel Pentium 4 3.83GHz
Intel Pentium 4 Mobile 1.60GHz;1;116;254;NA;Unknown;Laptop;Intel Pentium 4 Mobile 1.60GHz
Intel Pentium 4 Mobile 1.80GHz;1;114;195;NA;Unknown;Laptop;Intel Pentium 4 Mobile 1.80GHz
Intel Pentium 4 Mobile 1.90GHz;1;136;282;NA;Unknown;Laptop;Intel Pentium 4 Mobile 1.90GHz
Intel Pentium 4 Mobile 2.00GHz;1;132;310;NA;Unknown;Laptop;Intel Pentium 4 Mobile 2.00GHz
Intel Pentium 4405U @ 2.10GHz;2;2120;1205;15;FCBGA1356;Laptop;Intel Pentium 4405U @ 2.10GHz
Intel Pentium 4405Y @ 1.50GHz;2;1490;862;6;FCBGA1515;Laptop;Intel Pentium 4405Y @ 1.50GHz
Intel Pentium 4410Y @ 1.50GHz;2;1435;807;6;FCBGA1515;Laptop;Intel Pentium 4410Y @ 1.50GHz
Intel Pentium 4415U @ 2.30GHz;2;2248;1281;15;BGA1356;Laptop;Intel Pentium 4415U @ 2.30GHz
Intel Pentium 4415Y @ 1.60GHz;2;1581;857;6;FCBGA1515;Laptop;Intel Pentium 4415Y @ 1.60GHz
Intel Pentium 4417U @ 2.30GHz;2;2259;1297;15;FCBGA1356;Laptop;Intel Pentium 4417U @ 2.30GHz
Intel Pentium 4425Y @ 1.70GHz;2;1698;950;6;FCBGA1515;Laptop;Intel Pentium 4425Y @ 1.70GHz
Intel Pentium 5405U @ 2.30GHz;2;2241;1287;15;FCBGA1528;Laptop;Intel Pentium 5405U @ 2.30GHz
Intel Pentium 6405U @ 2.40GHz;2;2356;1354;15;FCBGA1528;Laptop;Intel Pentium 6405U @ 2.40GHz
Intel Pentium 6805 @ 1.10GHz;2;4424;1834;15;FCBGA1526;Laptop;Intel Pentium 6805 @ 1.10GHz
Intel Pentium 957 @ 1.20GHz;2;622;574;17;FCBGA1023;Laptop;Intel Pentium 957 @ 1.20GHz
Intel Pentium 967 @ 1.30GHz;2;643;616;17;FCBGA1023;Laptop;Intel Pentium 967 @ 1.30GHz
Intel Pentium 987 @ 1.50GHz;2;697;638;17;FCBGA1023;Laptop;Intel Pentium 987 @ 1.50GHz
Intel Pentium 997 @ 1.60GHz;2;809;746;17;BGA-1023;Desktop;Intel Pentium 997 @ 1.60GHz
Intel Pentium A1018 @ 2.10GHz;2;1188;1088;35;FCPGA988;Laptop;Intel Pentium A1018 @ 2.10GHz
Intel Pentium A1020 @ 2.41GHz;4;1167;699;10;FCBGA1170;Laptop;Intel Pentium A1020 @ 2.41GHz
Intel Pentium B940 @ 2.00GHz;2;875;855;35;PGA988;Laptop;Intel Pentium B940 @ 2.00GHz
Intel Pentium B950 @ 2.10GHz;2;1023;947;35;PGA988;Laptop;Intel Pentium B950 @ 2.10GHz
Intel Pentium B960 @ 2.20GHz;2;1019;981;35;PGA988;Laptop;Intel Pentium B960 @ 2.20GHz
Intel Pentium B970 @ 2.30GHz;2;1106;1023;35;PGA988;Laptop;Intel Pentium B970 @ 2.30GHz
Intel Pentium B980 @ 2.40GHz;2;1098;1045;35;FCPGA988;Laptop;Intel Pentium B980 @ 2.40GHz
Intel Pentium D 3.40GHz;2;782;739;NA;Unknown;Desktop;Intel Pentium D 3.40GHz
Intel Pentium D 805 @ 2.66GHz;2;374;497;95;PLGA775;Desktop;Intel Pentium D 805 @ 2.66GHz
Intel Pentium D 830 @ 3.00GHz;2;579;581;95;PLGA775;Desktop;Intel Pentium D 830 @ 3.00GHz
Intel Pentium D 915 @ 2.80GHz;2;468;538;95;PLGA775;Desktop;Intel Pentium D 915 @ 2.80GHz
Intel Pentium D 940 @ 3.20GHz;2;585;622;130;PLGA775;Desktop;Intel Pentium D 940 @ 3.20GHz
Intel Pentium D 950 @ 3.40GHz;2;704;702;130;PLGA775;Desktop;Intel Pentium D 950 @ 3.40GHz
Intel Pentium D 960 @ 3.60GHz;2;822;765;130;PLGA775;Desktop;Intel Pentium D 960 @ 3.60GHz
Intel Pentium D1508 @ 2.20GHz;2;3240;1760;25;FCBGA1667;Server;Intel Pentium D1508 @ 2.20GHz
Intel Pentium Dual T2390 @ 1.86GHz;2;745;712;35;PPGA478;Laptop;Intel Pentium Dual T2390 @ 1.86GHz
Intel Pentium E2140 @ 1.60GHz;2;534;564;65;LGA775, PLGA775;Desktop;Intel Pentium E2140 @ 1.60GHz
Intel Pentium E2160 @ 1.80GHz;2;663;685;65;LGA775;Desktop;Intel Pentium E2160 @ 1.80GHz
Intel Pentium E2180 @ 2.00GHz;2;685;739;65;LGA775;Desktop;Intel Pentium E2180 @ 2.00GHz
Intel Pentium E2200 @ 2.20GHz;2;740;807;65;LGA775;Desktop;Intel Pentium E2200 @ 2.20GHz
Intel Pentium E2210 @ 2.20GHz;2;702;946;65;LGA775;Desktop;Intel Pentium E2210 @ 2.20GHz
Intel Pentium E2220 @ 2.40GHz;2;855;914;65;LGA775;Desktop;Intel Pentium E2220 @ 2.40GHz
Intel Pentium E5200 @ 2.50GHz;2;933;998;65;LGA775;Desktop;Intel Pentium E5200 @ 2.50GHz
Intel Pentium E5300 @ 2.60GHz;2;933;1029;65;LGA775;Desktop;Intel Pentium E5300 @ 2.60GHz
Intel Pentium E5400 @ 2.70GHz;2;1004;1083;65;LGA775;Desktop;Intel Pentium E5400 @ 2.70GHz
Intel Pentium E5500 @ 2.80GHz;2;1068;1144;65;LGA775;Desktop;Intel Pentium E5500 @ 2.80GHz
Intel Pentium E5700 @ 3.00GHz;2;1092;1187;65;LGA775;Desktop;Intel Pentium E5700 @ 3.00GHz
Intel Pentium E5800 @ 3.20GHz;2;1189;1280;65;LGA775;Desktop;Intel Pentium E5800 @ 3.20GHz
Intel Pentium E6300 @ 2.80GHz;2;1032;1133;65;LGA775;Desktop;Intel Pentium E6300 @ 2.80GHz
Intel Pentium E6500 @ 2.93GHz;2;1175;1236;65;LGA775;Desktop;Intel Pentium E6500 @ 2.93GHz
Intel Pentium E6600 @ 3.06GHz;2;1191;1229;65;LGA775;Desktop;Intel Pentium E6600 @ 3.06GHz
Intel Pentium E6700 @ 3.20GHz;2;1219;1315;65;LGA775;Desktop;Intel Pentium E6700 @ 3.20GHz
Intel Pentium E6800 @ 3.33GHz;2;1155;1304;65;LGA775;Desktop;Intel Pentium E6800 @ 3.33GHz
Intel Pentium Extreme Edition 955 @ 3.46GHz;2;469;515;130;PLGA775;Desktop;Intel Pentium Extreme Edition 955 @ 3.46GHz
Intel Pentium Extreme Edition 965 @ 3.73GHz;2;987;818;130;PLGA775;Desktop;Intel Pentium Extreme Edition 965 @ 3.73GHz
Intel Pentium G2010 @ 2.80GHz;2;1641;1511;55;FCLGA1155;Desktop;Intel Pentium G2010 @ 2.80GHz
Intel Pentium G2020 @ 2.90GHz;2;1700;1551;55;FCLGA1155;Desktop;Intel Pentium G2020 @ 2.90GHz
Intel Pentium G2020T @ 2.50GHz;2;1430;1298;35;FCLGA1155;Desktop;Intel Pentium G2020T @ 2.50GHz
Intel Pentium G2030 @ 3.00GHz;2;1767;1610;55;FCLGA1155;Desktop;Intel Pentium G2030 @ 3.00GHz
Intel Pentium G2030T @ 2.60GHz;2;1597;1441;35;LGA1155;Desktop;Intel Pentium G2030T @ 2.60GHz
Intel Pentium G2100T @ 2.60GHz;2;1691;1460;35;LGA1155;Desktop;Intel Pentium G2100T @ 2.60GHz
Intel Pentium G2120 @ 3.10GHz;2;1882;1704;55;FCLGA1155;Desktop;Intel Pentium G2120 @ 3.10GHz
Intel Pentium G2120T @ 2.70GHz;2;1613;1493;35;FCLGA1155;Desktop;Intel Pentium G2120T @ 2.70GHz
Intel Pentium G2130 @ 3.20GHz;2;1911;1735;55;FCLGA1155;Desktop;Intel Pentium G2130 @ 3.20GHz
Intel Pentium G2140 @ 3.30GHz;2;2092;1842;55;LGA1155;Desktop;Intel Pentium G2140 @ 3.30GHz
Intel Pentium G3220 @ 3.00GHz;2;1888;1684;54;FCLGA1150;Desktop;Intel Pentium G3220 @ 3.00GHz
Intel Pentium G3220T @ 2.60GHz;2;1645;1475;35;LGA1150;Desktop;Intel Pentium G3220T @ 2.60GHz
Intel Pentium G3240 @ 3.10GHz;2;1928;1715;53;FCLGA1150;Desktop;Intel Pentium G3240 @ 3.10GHz
Intel Pentium G3240T @ 2.70GHz;2;1693;1498;35;LGA1150;Desktop;Intel Pentium G3240T @ 2.70GHz
Intel Pentium G3250 @ 3.20GHz;2;2017;1810;53;LGA1150;Desktop;Intel Pentium G3250 @ 3.20GHz
Intel Pentium G3250T @ 2.80GHz;2;1813;1598;35;LGA1150;Desktop;Intel Pentium G3250T @ 2.80GHz
Intel Pentium G3258 @ 3.20GHz;2;2063;1833;53;FCLGA1150;Desktop;Intel Pentium G3258 @ 3.20GHz
Intel Pentium G3260 @ 3.30GHz;2;2110;1872;53;LGA1150;Desktop;Intel Pentium G3260 @ 3.30GHz
Intel Pentium G3260T @ 2.90GHz;2;1878;1616;35;LGA1150;Desktop;Intel Pentium G3260T @ 2.90GHz
Intel Pentium G3320TE @ 2.30GHz;2;1570;1312;35;FCLGA1150;Desktop;Intel Pentium G3320TE @ 2.30GHz
Intel Pentium G3420 @ 3.20GHz;2;2022;1789;54;FCLGA1150;Desktop;Intel Pentium G3420 @ 3.20GHz
Intel Pentium G3420T @ 2.70GHz;2;1912;1570;35;LGA1150;Desktop;Intel Pentium G3420T @ 2.70GHz
Intel Pentium G3430 @ 3.30GHz;2;2127;1912;54;FCLGA1150;Desktop;Intel Pentium G3430 @ 3.30GHz
Intel Pentium G3440 @ 3.30GHz;2;2202;1917;53;LGA1150;Desktop;Intel Pentium G3440 @ 3.30GHz
Intel Pentium G3440T @ 2.80GHz;2;2107;1615;35;LGA1150;Desktop;Intel Pentium G3440T @ 2.80GHz
Intel Pentium G3450 @ 3.40GHz;2;2182;1900;53;FCLGA1150;Desktop;Intel Pentium G3450 @ 3.40GHz
Intel Pentium G3450T @ 2.90GHz;2;1904;1501;35;LGA1150;Desktop;Intel Pentium G3450T @ 2.90GHz
Intel Pentium G3460 @ 3.50GHz;2;2114;1867;53;LGA1150;Desktop;Intel Pentium G3460 @ 3.50GHz
Intel Pentium G3460T @ 3.00GHz;2;2036;1674;35;FCLGA1150;Desktop;Intel Pentium G3460T @ 3.00GHz
Intel Pentium G3470 @ 3.60GHz;2;2448;2094;53;LGA1150;Desktop;Intel Pentium G3470 @ 3.60GHz
Intel Pentium G4400 @ 3.30GHz;2;2557;1979;54;FCLGA1151;Desktop;Intel Pentium G4400 @ 3.30GHz
Intel Pentium G4400T @ 2.90GHz;2;2323;1749;35;FCLGA1151;Desktop;Intel Pentium G4400T @ 2.90GHz
Intel Pentium G4400TE @ 2.40GHz;2;2190;1481;35;FCLGA1151;Laptop;Intel Pentium G4400TE @ 2.40GHz
Intel Pentium G4500 @ 3.50GHz;2;2799;2144;51;FCLGA1151;Desktop;Intel Pentium G4500 @ 3.50GHz
Intel Pentium G4500T @ 3.00GHz;2;2399;1865;35;FCLGA1151;Desktop;Intel Pentium G4500T @ 3.00GHz
Intel Pentium G4520 @ 3.60GHz;2;2670;1983;51;FCLGA1151;Desktop;Intel Pentium G4520 @ 3.60GHz
Intel Pentium G4560 @ 3.50GHz;2;3535;2086;54;FCLGA1151;Desktop;Intel Pentium G4560 @ 3.50GHz
Intel Pentium G4560T @ 2.90GHz;2;2994;1725;35;FCLGA1151;Desktop;Intel Pentium G4560T @ 2.90GHz
Intel Pentium G4600 @ 3.60GHz;2;3629;2153;51;FCLGA1151;Desktop;Intel Pentium G4600 @ 3.60GHz
Intel Pentium G4600T @ 3.00GHz;2;3062;1775;35;FCLGA1151;Desktop;Intel Pentium G4600T @ 3.00GHz
Intel Pentium G4620 @ 3.70GHz;2;3761;2242;51;FCLGA1151;Desktop;Intel Pentium G4620 @ 3.70GHz
Intel Pentium G620 @ 2.60GHz;2;1234;1177;65;LGA1155;Desktop;Intel Pentium G620 @ 2.60GHz
Intel Pentium G620T @ 2.20GHz;2;896;961;35;LGA1155;Desktop;Intel Pentium G620T @ 2.20GHz
Intel Pentium G630 @ 2.70GHz;2;1351;1241;65;LGA1155;Desktop;Intel Pentium G630 @ 2.70GHz
Intel Pentium G630T @ 2.30GHz;2;1032;1042;35;LGA1155;Desktop;Intel Pentium G630T @ 2.30GHz
Intel Pentium G640 @ 2.80GHz;2;1368;1299;65;LGA1155;Desktop;Intel Pentium G640 @ 2.80GHz
Intel Pentium G640T @ 2.40GHz;2;1139;1102;35;LGA1155;Desktop;Intel Pentium G640T @ 2.40GHz
Intel Pentium G645 @ 2.90GHz;2;1444;1345;65;LGA1155;Desktop;Intel Pentium G645 @ 2.90GHz
Intel Pentium G645T @ 2.50GHz;2;1238;1132;35;LGA1155;Desktop;Intel Pentium G645T @ 2.50GHz
Intel Pentium G6950 @ 2.80GHz;2;1252;1118;73;LGA1156;Desktop;Intel Pentium G6950 @ 2.80GHz
Intel Pentium G6951 @ 2.80GHz;2;1383;1173;73;LGA1156;Desktop;Intel Pentium G6951 @ 2.80GHz
Intel Pentium G6960 @ 2.93GHz;2;1433;1279;73;LGA1156;Desktop;Intel Pentium G6960 @ 2.93GHz
Intel Pentium G840 @ 2.80GHz;2;1367;1297;65;FCLGA1155;Desktop;Intel Pentium G840 @ 2.80GHz
Intel Pentium G850 @ 2.90GHz;2;1484;1362;65;FCLGA1155;Desktop;Intel Pentium G850 @ 2.90GHz
Intel Pentium G860 @ 3.00GHz;2;1481;1372;65;FCLGA1155;Desktop;Intel Pentium G860 @ 3.00GHz
Intel Pentium G870 @ 3.10GHz;2;1554;1454;65;FCLGA1155;Desktop;Intel Pentium G870 @ 3.10GHz
Intel Pentium GOLD 6500Y @ 1.10GHz;2;2969;1703;5;Unknown;Mobile/Embedded;Intel Pentium GOLD 6500Y @ 1.10GHz
Intel Pentium Gold 7505 @ 2.00GHz;2;5176;2252;15;FCBGA1449;Laptop;Intel Pentium Gold 7505 @ 2.00GHz
Intel Pentium Gold 8500;5;5949;2796;9;FCBGA1781;Mobile/Embedded;Intel Pentium Gold 8500
Intel Pentium Gold 8505;5;9157;3256;15;BGA1700;Laptop, Mobile/Embedded;Intel Pentium Gold 8505
Intel Pentium Gold G5400 @ 3.70GHz;2;3742;2189;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5400 @ 3.70GHz
Intel Pentium Gold G5400T @ 3.10GHz;2;3152;1782;35;FCLGA1151-2;Server;Intel Pentium Gold G5400T @ 3.10GHz
Intel Pentium Gold G5420 @ 3.80GHz;2;3695;2197;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5420 @ 3.80GHz
Intel Pentium Gold G5420T @ 3.20GHz;2;3370;1912;35;FCLGA1151-2;Desktop;Intel Pentium Gold G5420T @ 3.20GHz
Intel Pentium Gold G5500 @ 3.80GHz;2;3846;2254;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5500 @ 3.80GHz
Intel Pentium Gold G5500T @ 3.20GHz;2;3311;1951;35;FCLGA1151-2;Desktop;Intel Pentium Gold G5500T @ 3.20GHz
Intel Pentium Gold G5600 @ 3.90GHz;2;3844;2278;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5600 @ 3.90GHz
Intel Pentium Gold G5600F @ 3.90GHz;2;4060;2283;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5600F @ 3.90GHz
Intel Pentium Gold G5600T @ 3.30GHz;2;3496;2000;35;FCLGA1151;Desktop;Intel Pentium Gold G5600T @ 3.30GHz
Intel Pentium Gold G5620 @ 4.00GHz;2;4251;2443;54;FCLGA1151-2;Desktop;Intel Pentium Gold G5620 @ 4.00GHz
Intel Pentium Gold G6400 @ 4.00GHz;2;4106;2447;58;FCLGA1200;Desktop;Intel Pentium Gold G6400 @ 4.00GHz
Intel Pentium Gold G6400E @ 3.80GHz;2;3908;2384;58;FCLGA1200;Mobile/Embedded;Intel Pentium Gold G6400E @ 3.80GHz
Intel Pentium Gold G6400T @ 3.40GHz;2;3544;2080;35;FCLGA1200;Desktop;Intel Pentium Gold G6400T @ 3.40GHz
Intel Pentium Gold G6405 @ 4.10GHz;2;3818;2275;58;FCLGA1200;Desktop;Intel Pentium Gold G6405 @ 4.10GHz
Intel Pentium Gold G6405T @ 3.50GHz;2;3095;1804;35;FCLGA1200;Desktop;Intel Pentium Gold G6405T @ 3.50GHz
Intel Pentium Gold G6500 @ 4.10GHz;2;4185;2435;58;FCLGA1200;Desktop;Intel Pentium Gold G6500 @ 4.10GHz
Intel Pentium Gold G6500T @ 3.50GHz;2;3806;2227;35;FCLGA1200;Desktop;Intel Pentium Gold G6500T @ 3.50GHz
Intel Pentium Gold G6505 @ 4.20GHz;2;4371;2649;58;FCLGA1200;Desktop;Intel Pentium Gold G6505 @ 4.20GHz
Intel Pentium Gold G6505T @ 3.60GHz;2;3698;2271;35;FCLGA1200;Desktop;Intel Pentium Gold G6505T @ 3.60GHz
Intel Pentium Gold G6600 @ 4.20GHz;2;4223;2513;58;FCLGA1200;Desktop;Intel Pentium Gold G6600 @ 4.20GHz
Intel Pentium Gold G6605 @ 4.30GHz;2;4488;2608;58;FCLGA1200;Desktop;Intel Pentium Gold G6605 @ 4.30GHz
Intel Pentium Gold G7400;2;6708;2980;46;LGA1700,BGA1700;Desktop;Intel Pentium Gold G7400
Intel Pentium Gold G7400E;2;6134;2875;46;FCLGA1700;Mobile/Embedded;Intel Pentium Gold G7400E
Intel Pentium Gold G7400T;2;5274;2341;35;Unknown;Desktop;Intel Pentium Gold G7400T
Intel Pentium III 1400 @ 1400MHz;1;193;272;31.2;Socket 370;Desktop;Intel Pentium III 1400 @ 1400MHz
Intel Pentium III 1400S @ 1400MHz;1;194;278;32.2;Socket 370;Desktop;Intel Pentium III 1400S @ 1400MHz
Intel Pentium III Mobile 1066MHz;1;160;210;NA;Unknown;Laptop;Intel Pentium III Mobile 1066MHz
Intel Pentium III Mobile 1133MHz;1;164;218;NA;Unknown;Laptop;Intel Pentium III Mobile 1133MHz
Intel Pentium III Mobile 1200MHz;1;156;216;NA;Unknown;Laptop;Intel Pentium III Mobile 1200MHz
Intel Pentium III Mobile 800MHz;1;119;155;NA;Unknown;Laptop;Intel Pentium III Mobile 800MHz
Intel Pentium III Mobile 866MHz;1;99;132;NA;Unknown;Laptop;Intel Pentium III Mobile 866MHz
Intel Pentium J2850 @ 2.41GHz;4;1016;646;10;FCBGA1170;Desktop;Intel Pentium J2850 @ 2.41GHz
Intel Pentium J2900 @ 2.41GHz;4;1251;728;10;FCBGA1170;Desktop;Intel Pentium J2900 @ 2.41GHz
Intel Pentium J3710 @ 1.60GHz;4;1418;698;6.5;FCBGA1170;Desktop;Intel Pentium J3710 @ 1.60GHz
Intel Pentium J4205 @ 1.50GHz;4;2315;903;10;FCBGA1296;Desktop;Intel Pentium J4205 @ 1.50GHz
Intel Pentium J6426 @ 2.00GHz;4;4029;1532;10;FCBGA1493;Mobile/Embedded;Intel Pentium J6426 @ 2.00GHz
Intel Pentium M 1.10GHz;1;184;218;NA;Unknown;Laptop;Intel Pentium M 1.10GHz
Intel Pentium M 1.20GHz;1;199;262;NA;Unknown;Laptop;Intel Pentium M 1.20GHz
Intel Pentium M 1.30GHz;1;196;250;22;H-PBGA479, PPG;Laptop;Intel Pentium M 1.30GHz
Intel Pentium M 1.40GHz;1;225;264;22;H-PBGA479, PPG;Laptop;Intel Pentium M 1.40GHz
Intel Pentium M 1.50GHz;1;240;323;24.5;H-PBGA479, PPG;Laptop;Intel Pentium M 1.50GHz
Intel Pentium M 1.60GHz;1;194;427;24.5;H-PBGA479, PPG;Laptop;Intel Pentium M 1.60GHz
Intel Pentium M 1.70GHz;1;239;318;24.5;H-PBGA479, PPG;Laptop;Intel Pentium M 1.70GHz
